"ARG","BOL","BRA","CHL","COL","CRI","ECU","SLV","GTM","HND","MEX","NIC","PAN","PRY","PER","URY","VEN"
0.206371799074371,0.57616053435711,0.673427898292646,0,0.36414896282226,0.403448911154318,0.479548470652126,1.20590333606514,1.2109939087499,1.09408527768522,0.465567577294072,2.58915946961901,1.11364506071785,0,2.01110546502745,1.06552850141011,3.90533191563703
0.199494867202926,0.565753561101786,0.648682061761562,0,0.310510449294762,0.187379799238472,0.392248604556782,0.662792588859943,0,1.22119669457553,2.0688022807166,1.51442530628764,3.02505056596699,1.22677459816187,1.57722538708959,0.268024364356313,5.45417609655566
0.0763028397527974,0.531896602105349,0.407847581531202,NA,0.307273278869251,0.695287127542174,0.0799580021574053,1.51745387095738,1.44229773324852,0.90048750904089,0.448626766796506,1.9172489083974,2.65239834578773,0.571725939552525,1.51571433385333,0.145875839043644,5.89479362931426
0.350725358008089,0.301045544270605,0.569417343668474,0,0.190961100117448,0.182017737423551,0,1.20120538454026,1.36319568165273,0.889289003064001,0.196359558505035,1.92202814075241,1.27803243388758,0.504705567745429,0.9950501284883,0,6.65484954731934
0.0786371118659481,0.33418796642937,0.475475323465846,0,0.166902208829574,0.10125953326154,0,0.43061767433285,1.55377676318703,0.520792223724417,0,1.95191570277074,4.98018929543871,0.0988271279792859,2.28271601680436,0.15055836187346,4.90763301482109
0.0408015053302596,0.267857495396978,0.165146624998531,0,0.127543719552575,0,0,1.44207492640705,0.888024315823969,1.20375640725996,0.0462143321029285,1.54086433366842,1.54173654786534,0.0884451722618219,2.15935135347391,0.15558273144311,5.44498379496718
0,0.228157512675881,0.623533035747337,0,0.335529184455438,0.119739956115325,0,0.486448348097261,1.24195694053817,1.17077676924757,0,1.83182254823958,1.00932200078067,0.0539781760717614,1.01789883639571,0.151165769231601,3.91368895394277
0.040978608550515,0.139447343206474,0.206665254098005,0,0.0780576520572294,0.1147860374692,0,0.260716729003728,1.09069096319425,0.494163779101719,0,1.24270176311877,0,0.0678346352315895,3.96530740151189,0.100343086437472,10.8409792983222
0.0293468108142091,0.0937004145648252,0.127725956201115,0,0.0413649411067828,0.144637472234349,0,0,1.15960598852632,2.01189992312339,0,3.39038542457274,1.13020072063437,0.0451664756425251,1.04212944978653,0.110629850436425,10.9892722149282
0.0646914777540853,0.0826546330820502,0,0,0.199174355964029,0.0901906803674387,0,0,0.929467858359305,0.664539404918624,0,3.40903999500509,1.25923008693432,0.0797177456961773,0.792855794865252,0.133371546018819,5.82745473402823
