"ARG","BOL","BRA","CHL","COL","CRI","ECU","SLV","GTM","HND","MEX","NIC","PAN","PRY","PER","URY","VEN"
0.595252120575157,0.967525197038444,3.85281469775845,0,0.746596298439104,0.56097529246535,3.01483820565527,7.4338456686375,2.41027255936134,1.78964135716796,1.54526140230077,3.26487104182958,1.77946937159234,5.73875113447077,2.21732563658797,0,2.88744764307729
0.3251233907098,1.35725775998968,3.43346604637142,0,0.797506924017657,0.356433866182345,2.68202113448274,3.77719948876554,3.07466898042503,1.23931192716319,0,3.58887676695108,7.63316200283562,3.50806710913399,5.66812034108889,0.641906096774316,2.39464660449798
0.164346126039158,1.26103149139578,1.62987313829706,0,0.550414228669646,0,2.95447218655656,16.7183455260323,1.73228732902995,3.40863181248445,1.65904386025769,2.98803165357815,2.44424240638268,4.01286793841923,5.73646861277795,0.558090949297676,2.90419763043745
0,1.20267118365856,6.57754766746672,0,1.41075050171129,0.451112847450863,2.11726619843564,5.96032264529152,2.24385034693458,3.40846172827334,1.6612991389689,3.1897471689682,1.48385352577243,2.98980181809531,2.66087751797032,0.539233836716594,2.23958064582588
0.214975175945114,0.931662528965601,2.10907383876181,0,1.31420908369409,0.435613254093913,2.09073691511659,3.30710472219476,2.07476895786148,1.67567387335672,2.09099051606937,2.05316970057245,0,3.1927249163406,11.3627130824042,0.320808615907949,6.50152270550609
0.161214242772198,0.923680627912088,1.26086962343,0,0.690104572794934,0.549651916463949,1.38246475676151,0,2.30276331272016,7.52954275367491,1.03935031979106,5.33043500468332,1.90245918381355,2.51614573685134,3.43010578510798,0.417739694556529,6.856951140002
0.266958561181708,0.656150831476833,0,0,2.83226704399135,0.294736152087608,3.33045452090913,3.61782720312312,1.75004646337602,2.24377947100958,1.29038564490292,5.0312487770132,1.87501489045169,2.70227897584463,2.16524934263601,0.37285479036097,3.62193499745807
0.0784222062383536,1.53532831258692,1.23869514470428,0,0.834407784400959,0.380084371952158,2.99441949515462,3.15825640842176,1.70574188002331,1.32946840289687,1.14197145508966,2.51472882112282,2.35617600879856,1.57728768557131,0,0.374851895562248,15.719050764329
0.170179183960726,1.37172353785254,1.26305825388642,0,0.499115153909014,0.325243938113726,1.38025551270637,3.72612440710961,1.10935668198107,0,1.04334869989237,10.2371718814823,1.27056208398832,3.81874474506576,2.36570841102916,0.278741552065641,5.35862512194532
0.137394638766938,0.734628938664629,1.83485606667614,0,0,0.362155371946824,5.37807725135469,1.93623665210026,2.79442574259394,1.45780308986174,0.805854388793173,3.15695862643827,1.7964222422153,3.4838651777433,2.48811427695877,0.277846208202117,3.58532418658597
0.120275040885868,2.61283076898333,0.791151647714812,0,0.573308924979995,0.30889069659853,1.52275311566859,2.61811664228554,2.753989187959,1.53604917821586,0.749459072159824,2.01456334269563,1.76712961434253,1.38556658593968,2.92780878215467,0.193944512264249,0
0.102406697318399,0.885894534388552,1.04129136030422,0,0.50894522967037,0.315569492573588,0.775330398474168,2.20287198158662,1.37337199145601,1.78446901071516,0.426987704412968,0,1.82300585762873,6.77431362835886,1.57722640615785,0.436338962853153,5.21206534103004
0.130604046374075,0.557099194243128,0.819630754349864,0,0.568948962098684,0.192515304781415,0,1.8810798468205,5.8419046233927,0.958111008499011,1.13911595361695,2.26384230231074,1.39243001122406,1.8617493976091,2.05067896234767,0.507103078834339,5.37917265951843
0.0723498188147588,0,0.981176451600734,0,0.306801048520702,0.467057088717721,0.621394564785925,1.49655138030219,2.01857048084118,1.3139938455034,1.00461350562521,2.33862880683358,1.55471094879291,0.880865914415563,1.8563475047282,0.191684402989748,6.86094105940995
