"date","indexP","indexPlower","indexPupper","indexPsmooth7","indexPsmooth15","indexPsmooth30","indexPsmooth60"
"2000-01-01","1.04953433085004","0.510903014111108","1.87845847571951",1.04953433085004,1.04953433085004,1.04953433085004,1.04953433085004
"2001-01-01","1.07424157495328","0.517536121869845","1.89540236838689",1.07424157495328,1.07424157495328,1.07424157495328,1.07424157495328
"2002-01-01","1.12955670018276","0.550098953040577","1.9827444640072",1.12955670018276,1.12955670018276,1.12955670018276,1.12955670018276
"2003-01-01","1.13882271980315","0.554495027137051","1.99585443063475",1.13882271980315,1.13882271980315,1.13882271980315,1.13882271980315
"2004-01-01","1.18201920002976","0.578907248455283","2.0637531615961",1.18201920002976,1.18201920002976,1.18201920002976,1.18201920002976
"2005-01-01","1.21576201037878","0.599830781898383","2.16814874716254",1.21576201037878,1.21576201037878,1.21576201037878,1.21576201037878
"2006-01-01","1.18122350298294","0.578546607288046","2.10034154881529",1.18122350298294,1.18122350298294,1.18122350298294,1.18122350298294
"2007-01-01","1.17974337359455","0.57773071473624","2.09812238599835",1.17974337359455,1.17974337359455,1.17974337359455,1.17974337359455
"2008-01-01","1.11072944223466","0.540883184917397","1.95518751144294",1.11072944223466,1.11072944223466,1.11072944223466,1.11072944223466
"2009-01-01","1.19166054631907","0.580992973543628","2.07525680489494",1.19166054631907,1.19166054631907,1.19166054631907,1.19166054631907
"2010-01-01","1.25019712000654","0.622466214930839","2.23391513794129",1.25019712000654,1.25019712000654,1.25019712000654,1.25019712000654
"2011-01-01","1.16152422601477","0.567970477764284","2.0750168608864",1.16152422601477,1.16152422601477,1.16152422601477,1.16152422601477
"2012-01-01","1.15084557502342","0.561484188340206","2.01541593391191",1.15084557502342,1.15084557502342,1.15084557502342,1.15084557502342
"2013-01-01","1.20028796489534","0.589183869172175","2.08180518385612",1.20028796489534,1.20028796489534,1.20028796489534,1.20028796489534
"2014-01-01","1.22679416800257","0.600938193058477","2.12555601542502",1.22679416800257,1.22679416800257,1.22679416800257,1.22679416800257
"2015-01-01","1.28274364301054","0.635279504849905","2.22006659278102",1.28274364301054,1.28274364301054,1.28274364301054,1.28274364301054
"2016-01-01","1.22800714030573","0.604418605191136","2.11299054417699",1.22800714030573,1.22800714030573,1.22800714030573,1.22800714030573
"2017-01-01","1.2390246700044","0.612391635768343","2.19876284128858",1.2390246700044,1.2390246700044,1.2390246700044,1.2390246700044
"2018-01-01","1.19939299520799","0.589487126686538","2.13602066919088",1.19939299520799,1.19939299520799,1.19939299520799,1.19939299520799
"2019-01-01","1.22171384948205","0.599072668561153","2.12134565915722",1.22171384948205,1.22171384948205,1.22171384948205,1.22171384948205
"2020-01-01","1.23656687051258","0.610259774569594","2.17538381003033",1.23656687051258,1.23656687051258,1.23656687051258,1.23656687051258
"2021-01-01","1.23656687051258","0.610259774569594","2.17538381003033",1.23656687051258,1.23656687051258,1.23656687051258,1.23656687051258
"2022-01-01","1.23656687051258","0.610259774569594","2.17538381003033",1.23656687051258,1.23656687051258,1.23656687051258,1.23656687051258
