"date","indexP","indexPlower","indexPupper","indexPsmooth7","indexPsmooth15","indexPsmooth30","indexPsmooth60"
"2000-01-01","0.138060268081425","0.0659573979148127","0.265636621834093",0.138060268081425,0.138060268081425,0.138060268081425,0.138060268081425
"2001-01-01","0.243584177483837","0.114626178019106","0.477571978558903",0.243584177483837,0.243584177483837,0.243584177483837,0.243584177483837
"2002-01-01","0.197787733280865","0.0973055138548657","0.374947766340282",0.197787733280865,0.197787733280865,0.197787733280865,0.197787733280865
"2003-01-01","0.218234833505763","0.11037452374385","0.379357036896226",0.218234833505763,0.218234833505763,0.218234833505763,0.218234833505763
"2004-01-01","0.230398151190515","0.119470047292522","0.409219106278663",0.230398151190515,0.230398151190515,0.230398151190515,0.230398151190515
"2005-01-01","0.178629848263131","0.0904283420899564","0.308718073032139",0.178629848263131,0.178629848263131,0.178629848263131,0.178629848263131
"2006-01-01","0.244358446505879","0.125111344667331","0.425562536527831",0.244358446505879,0.244358446505879,0.244358446505879,0.244358446505879
"2007-01-01","0.132083616297972","0.0661195157532359","0.232795121796385",0.132083616297972,0.132083616297972,0.132083616297972,0.132083616297972
"2008-01-01","0.222940206992352","0.1088853459366","0.381941036448962",0.222940206992352,0.222940206992352,0.222940206992352,0.222940206992352
"2009-01-01","0.205065865458741","0.0870336870759646","0.360960348144528",0.205065865458741,0.205065865458741,0.205065865458741,0.205065865458741
"2010-01-01","0.170782330640351","0.0853531907648063","0.298606619981905",0.170782330640351,0.170782330640351,0.170782330640351,0.170782330640351
"2011-01-01","0.200602827733754","0.0999967471159899","0.348654290976885",0.200602827733754,0.200602827733754,0.200602827733754,0.200602827733754
"2012-01-01","0.254932232032646","0.128763071991624","0.4408193790624",0.254932232032646,0.254932232032646,0.254932232032646,0.254932232032646
"2013-01-01","0.217745349371327","0.100445180016145","0.378567151886426",0.217745349371327,0.217745349371327,0.217745349371327,0.217745349371327
"2014-01-01","0.258184317056967","0.133758312870942","0.461591057817495",0.258184317056967,0.258184317056967,0.258184317056967,0.258184317056967
"2015-01-01","0.281281953136429","0.146543439210636","0.506360415828737",0.281281953136429,0.281281953136429,0.281281953136429,0.281281953136429
"2016-01-01","0.23298542477137","0.116067985055066","0.438420022875676",0.23298542477137,0.23298542477137,0.23298542477137,0.23298542477137
"2017-01-01","0.286249523974412","0.147803271339574","0.513950542060122",0.286249523974412,0.286249523974412,0.286249523974412,0.286249523974412
"2018-01-01","0.237441071650136","0.120986349927016","0.406805042757263",0.237441071650136,0.237441071650136,0.237441071650136,0.237441071650136
"2019-01-01","0.234744297883824","0.11930721385655","0.408357206239843",0.234744297883824,0.234744297883824,0.234744297883824,0.234744297883824
"2020-01-01","0.232060364345412","0.103189833159881","0.406728752005861",0.232060364345412,0.232060364345412,0.232060364345412,0.232060364345412
"2021-01-01","0.232060364345412","0.103189833159881","0.406728752005861",0.232060364345412,0.232060364345412,0.232060364345412,0.232060364345412
"2022-01-01","0.232060364345412","0.103189833159881","0.406728752005861",0.232060364345412,0.232060364345412,0.232060364345412,0.232060364345412
