"date","indexP","indexPlower","indexPupper","indexPsmooth7","indexPsmooth15","indexPsmooth30","indexPsmooth60"
"2000-01-01","0.612907223571938","0.306222823700371","1.05485010416839",0.612907223571938,0.612907223571938,0.612907223571938,0.612907223571938
"2001-01-01","0.61844267900152","0.309271734314624","1.06392149337533",0.61844267900152,0.61844267900152,0.61844267900152,0.61844267900152
"2002-01-01","0.655291078504754","0.328397204969114","1.12891056128542",0.655291078504754,0.655291078504754,0.655291078504754,0.655291078504754
"2003-01-01","0.612899686206595","0.30666854892454","1.05470728101528",0.612899686206595,0.612899686206595,0.612899686206595,0.612899686206595
"2004-01-01","0.613934616902389","0.308243837337585","1.0509775202744",0.613934616902389,0.613934616902389,0.613934616902389,0.613934616902389
"2005-01-01","0.597173330374189","0.301211361409386","1.02163139244873",0.597173330374189,0.597173330374189,0.597173330374189,0.597173330374189
"2006-01-01","0.610817673080426","0.30570667784158","1.05791176432537",0.610817673080426,0.610817673080426,0.610817673080426,0.610817673080426
"2007-01-01","0.602995540246041","0.300406160253838","1.04171882145529",0.602995540246041,0.602995540246041,0.602995540246041,0.602995540246041
"2008-01-01","0.598302295264015","0.299087151195927","1.03741214635095",0.598302295264015,0.598302295264015,0.598302295264015,0.598302295264015
"2009-01-01","0.647849965347535","0.325758797370281","1.10505341780539",0.647849965347535,0.647849965347535,0.647849965347535,0.647849965347535
"2010-01-01","0.632700002116656","0.319255229355845","1.08704329289922",0.632700002116656,0.632700002116656,0.632700002116656,0.632700002116656
"2011-01-01","0.615838862875114","0.309016885747415","1.05181422235021",0.615838862875114,0.615838862875114,0.615838862875114,0.615838862875114
"2012-01-01","0.634255117208682","0.318522073893772","1.08242782293869",0.634255117208682,0.634255117208682,0.634255117208682,0.634255117208682
"2013-01-01","0.638280070210398","0.321207150676704","1.0898933254246",0.638280070210398,0.638280070210398,0.638280070210398,0.638280070210398
"2014-01-01","0.650640205653108","0.3276795820195","1.10881093736543",0.650640205653108,0.650640205653108,0.650640205653108,0.650640205653108
"2015-01-01","0.696833421928926","0.352785514246872","1.18584497049677",0.696833421928926,0.696833421928926,0.696833421928926,0.696833421928926
"2016-01-01","0.663300649506418","0.336485263064832","1.14470289272959",0.663300649506418,0.663300649506418,0.663300649506418,0.663300649506418
"2017-01-01","0.658622969758724","0.331833866237751","1.12414930061904",0.658622969758724,0.658622969758724,0.658622969758724,0.658622969758724
"2018-01-01","0.621573564821001","0.311827690737903","1.06105418532054",0.621573564821001,0.621573564821001,0.621573564821001,0.621573564821001
"2019-01-01","0.647795051478211","0.324895004372656","1.10989274348039",0.647795051478211,0.647795051478211,0.647795051478211,0.647795051478211
"2020-01-01","0.642061048584616","0.323829735919897","1.09625619922626",0.642061048584616,0.642061048584616,0.642061048584616,0.642061048584616
"2021-01-01","0.642061048584616","0.323829735919897","1.09625619922626",0.642061048584616,0.642061048584616,0.642061048584616,0.642061048584616
"2022-01-01","0.642061048584616","0.323829735919897","1.09625619922626",0.642061048584616,0.642061048584616,0.642061048584616,0.642061048584616
